膁,2月兼,
羋,3卝丨干,
耫,2耒責,
爀,2火赫,
醙,2酉叟,
巎,2山夒,
蝑,2虫胥,
恓,2忄西,
玡,2王牙,
抝,2才幻,
搄,2才恒,
莇,2艹助,
昷,2日皿,
唈,2口邑,
礶,2石雚,
坖,2土元,
砮,2奴石,
妀,2己女,
媕,2女弇,
宩,2宀米,
峧,2山交,
漝,2氵習,
瀌,2氵麃,
沝,2水水,
渄,2氵非,
檇,2木雋,
豧,2豕甫,
梔,2木巵,
榙,2木荅,
唀,2口秀,
胓,2月平,
苂,2艹火,
舋,4臼同冖且,
豨,2豕希,
乪,2乙田,
焏,4了口又灬,
燿,2火翟,
巈,2山鞠,
峞,2山危,
宔,2宀主,
媏,2女耑,
奺,2女久,
塭,2土昷,
坋,2土分,
噀,2口巽,
杄,2木千,
昬,2民日,
砫,2石主,
揺,3才爫击,
抏,2才元,
瞕,2目章,
恊,2忄劦,
廵,2廴巛,
焝,2火昏,
乭,2石乙,
躤,2足藉,
羓,2羊巴,
耲,2耒褱,
卙,2甚十,
膉,2月益,
僪,2亻矞,
秊,2禾千,
杒,2木刃,
豥,2豕亥,
榢,2木家,
沰,2氵石,
歬,2止舟,
漦,4未攵厂水,
渒,2氵卑,
恏,2好心,
慼,2戚心,
眐,2目正,
廻,2廴回,
攈,2才麇,
昲,2日弗,
抙,2扌手,
揾,3才昷搵,
坔,2土水,
莏,2艹抄,
萰,2艹柬,
噃,2口番,
玨,2王王,
峢,2山列,
奾,2女山,
媓,2女皇,
瀓,2氵徵,
焜,2火昆,
爅,2火墨,
躣,2足瞿,
僰,2棘人,
赿,2走氐,
卥,2卜囪,
刱,2井刅,
杍,2木子,
梛,2木那,
榡,2木素,
檍,2木意,
歫,2止巨,
沯,2水石,
豢,3丷夫豕,2?豕,
漥,3氵穴圭,
弅,2分廾,
巏,2山雚,
癹,2癶殳,
恔,2忄交,
搆,2才冓,
砵,2石本,
昸,2日冬,
攌,2才圜,
噆,4口旡旡日,2口朁,
象,4刀冖丨豕,
塳,2土逢,
坘,2土互,
媖,2女英,
妅,2女工,
琷,2王羌,
宬,2宀成,
沘,2氵比,
豤,2豕艮,
踓,2足隹,
榓,3木必皿,
焌,2火夋,
豞,2豕句,
遚,2辶叟,
渁,2氵水,
耟,2耒巨,
胉,2月白,
豛,2豕殳,
唂,2口谷,
芵,2艹夬,
莁,2艹巫,
乫,2加乙,
臽,2刀臼,
媐,2巸女,
宖,2宀弘,
峟,2山有,
巉,2山毚,
痑,2疒多,
坒,2比土,
塮,2土射,
奻,2女女,
砤,4石丿一也,
瞐,3目目目,
昮,2日功,
杅,2木于,
廸,2廴由,
恌,2忄兆,
豚,2月豕,
抐,1,2才内,3扌内,4手内,
筩,2竹甬,
沗,2天水,
榒,2木弱,
篶,2竹焉,
豙,3亠丷豕,2立豕,
豘,2豕屯,
渀,2氵奔,
豗,2兀豕,
僡,2亻惠,
俛,2亻免,
燻,2火熏,
耤,2耒昔,
豖,2豕丶,
哸,2口妥,
卆,2九十,
刟,2召刂,
媋,2女春,
玚,4王弓丿丿,
塧,2土益,
坅,2土今,
甡,2生生,
痐,2疒回,
峚,2山圶,
宎,2宀夭,
揳,2才契,
抋,2才心,
觕,2牜角,
盽,2目丰,
梐,2木坒,3木比土,
朼,2木匕,
昦,2日夰,
攁,2才養,
踑,2足其,
糵,2薛米,
豔,2豐盍,
豠,2豕且,
榞,2木原,
竑,2立厷,
筬,2竹成,
檊,2木幹,
胒,2月尼,
哾,2口兑,
醓,3酉冘皿,
刣,2台刂,
乨,2台乚,
俤,2亻弟,
羏,2羊彡,
豑,2豊弟,
峝,2山同,
玤,2王丰,
媎,2女者,
宒,2宀毛,
塪,2土舀,
奷,2女千,
嘾,2口覃,
坉,2土屯,
昫,2日句,
砱,2石令,
秅,2禾乇,
豏,2豆兼,
豍,2豆卑,
抎,2才云,
裦,4衣厂二矛,
恉,2忄旨,
沠,2氵爪,
渇,4氵日勹匕,
漟,2氵堂,
瀎,2氵蔑,
豌,2豆宛,
榝,2木殺,
躟,2足襄,
歠,3叕酉欠,
胊,2月句,
耡,2耒助,
唃,2口角,
単,3小曰十,
莂,2艹别,
芶,2艹勾,
俫,2亻来,
腶,2月段,
玣,2王卞,
媑,2女重,
璮,2王亶,
峠,3山上下,
坓,2井土,
噂,2口尊,
奼,2女乇,
塯,2土留,
砯,2石氷,
揼,2才泵,
杇,2木亏,
昰,2日正,
恎,2忄至,
廹,2廴白,
抔,2才不,
慻,4忄丷夫目,3忄?目,
剅,2豆刂,
卹,2血卩,
唕,2口早,
噐,5口口工口口,
坮,2土台,
塺,2麻土,
妑,2女巴,
媟,2女枼,
宺,4宀口一川,3向一川,
峳,2山攸,
歮,3止止止,
弐,3一弋二,
恟,2忄匈,
憆,2忄堂,
抮,3才人彡,
搑,2才茸,
磎,2石奚,
豊,2曲豆,
裭,2衤虎,
眒,2目申,
癿,2白乚,
痬,2疒易,
甿,2田亡,
豉,2豆支,
薼,2艹塵,
玬,2王丹,
猰,2犭契,
雘,2丹蒦,
莑,2艹夆,
萳,2艹南,
俽,2亻欣,
苐,2艹弔,
耾,2耳厷,
羙,2羊火,
俶,2亻叔,
乵,2辛乚,
焞,2火享,
辬,3辛文辛,
漧,2氵乾,
鄋,2叟阝,
沴,3氵人彡,
筼,2竹员,
踤,2足卒,
歭,2止寺,
秓,2禾支,
祇,2礻氏,
昹,2日永,
杔,2木乇,
豂,2谷翏,
搈,2才容,
抦,2才丙,
憁,2忄悤,
恗,2忄夸,
弇,2合廾,
豁,2害谷,
峬,2山甫,
玪,2王今,
琹,3王王木,
妋,2女夫,
猯,2犭耑,
坢,2土半,
噈,2口就,
唌,2口延,
卪,2卩丶,
唒,2口酉,
噋,2口敦,
刾,2夹刂,
卲,2召卩,
妏,2女文,
媝,2秋女,
坧,2土石,
藃,2艹歊,
蘲,2艹壘,
弍,2弋二,
宲,2宀呆,
峱,2丑山,
抪,2才布,
皊,2白令,
恜,2忄式,
憄,2徝心,
晄,2日光,
攕,2才韱,
梥,2宀枀,
杝,2木也,
檚,2木楚,
箁,2竹咅,
泂,2氵冋,
歴,3厂林止,
漵,2氵敘,
渟,2氵亭,
焥,2火宛,
瀞,2氵静,
俻,2亻备,
僷,2亻葉,
聄,3耳人彡,
乸,2也母,
膍,3月囟比,
剆,2艮刂,
噑,2口皐,
羗,2羌厶,
塻,2土莫,
坰,2土冋,
媠,3女左月,
妔,2女亢,
瑀,2王禹,
宻,4宀又丷山,
畆,2亩厶,
痳,2疒林,
憇,2甜心,
恠,2忄在,
搒,2才旁,
抯,2才且,
髄,2骨迶,
觤,2角危,
杛,2木弓,
梤,3木山分,
榬,2木袁,
檙,2木鼎,
蝝,2虫彖,
蚼,2虫句,
渞,2氵首,
漴,2氵崇,
蕀,2艹棘,
焤,2府火,
谾,2谷空,
莔,2艹囧,
僺,2亻喿,
俿,2亻虎,
乶,2甫乙,
俷,2亻肥,
谽,2谷含,
刵,2耳刂,
膆,2月素,
谼,2谷共,
耯,2耒蒦,
胔,2此月,
檌,2木罪,
榠,2木冥,
梚,2木免,
杋,2木凡,
踜,2足夌,
趉,2走出,
沬,2氵未,
歩,2止少,
眎,2目示,
抧,2才只,
搉,2才隺,
甶,2丶田,
峮,2山君,
磇,3石囟比,
砳,2石石,
恘,2忄休,
塶,2土鹿,
妌,2女井,
媙,2女威,
宯,2宀孝,
卬,2匚卩,
唍,2口完,
噉,2口敢,
坣,3丷宀土,
辥,5屮户乛一辛,
谳,2讠献,
瀐,2氵韯,
焗,2火局,
胟,2月母,
刬,2戋刂,
舓,2舌易,
俰,2亻和,
榟,2木宰,
秌,2火禾,
杊,2木川,
梙,2木串,
籯,2竹贏,
簁,2竹徙,
歨,3止卜人,
沨,2氵风,
慽,2忄戚,
恑,2忄危,
甴,2口丄,
痟,2疒肖,
昳,2日失,
骿,2骨并,
搃,2扌总,
抜,2才友,
塱,2朗土,
坕,2爪土,
噄,2口潔,
唅,2口含,
峣,2山尧,
宨,2宀兆,
媔,2女面,
奿,2丸女,
羘,2月羊,
刲,2圭刂,
乴,2折乙,
俵,2亻表,
讙,2訁雚,
漮,2氵康,
爋,2火勳,
纍,2畾糸,
歰,4刃刃止止,
檕,4車凵殳木,
譱,3羊言言,
沷,2氵犮,
杘,3尸木,
昽,2日龙,
榦,5十日十人木,
竛,2立令,
搇,2才衾,
攍,2才嬴,
憀,2忄翏,
硂,2石全,
弆,2去廾,
璷,2王敷,
峫,2山邪,
巐,3山高昇,
媗,2女宣,
宭,2宀君,
塴,2土朋,
妉,2女冘,
噇,2口童,
坙,3一巛土,
莕,2艹杏,
唋,2口余,
羒,2羊分,
乷,2沙乙,
辢,2束辛,
谰,2讠阑,
舏,2舌丩,
膇,2月追,
焠,2火卒,
爊,2火麃,
筰,2竹作,
让,2讠上,
沶,2氵示,
渘,2氵柔,
昻,2日卬,
杗,2木亡,
趆,2走氐,
榥,2木晃,
抩,2才冉,
憃,2舂心,
攐,2才褰,
搊,2才芻,
巓,2山顚,
峯,2山夆,
恛,2忄回,
弌,2弋一,
妎,2女介,
猲,2犭葛,
宱,2宀作,
苅,2艹刈,
唎,2口利,
卭,2工卩,
坥,2土且,
噊,2口矞,
妟,2日女,
蕋,2艹歮,
莟,2艹今,
峼,2山告,
讐,2雔言,3隹隹言,
弞,2弓欠,
恴,3亠日心,
膖,2月逢,
瞮,3目育攵,
眜,2目末,
剒,2昔刂,
厇,2厂乇,
唞,2口抖,
雡,2翏隹,
坺,2土犮,
墇,2土章,
歶,2此禺,
詟,2龙言,
榰,2木耆,
梪,2木豆,
祎,2礻韦,
晆,2日圭,
攗,2才麋,
亃,2粦乚,
羣,2君羊,
聇,2耳正,
爑,2火蕉,
焨,2火冐,
絫,2厽糸,
踳,2足春,
籺,2米乞,
泆,2氵失,
妘,2女云,
塽,2土爽,
坲,2土弗,
陃,2阝丙,
唘,3石又口,
脀,2丞月,
剈,2肙刂,
僽,2亻愁,
抲,2才可,
憉,2忄彭,
痶,2疒典,
弖,2弓一,
巙,2山夔,
畉,2田夫,
寀,2宀采,
媢,2女冒,
诪,2讠寿,
豽,2豸內,
梩,2木里,
箇,2竹固,
晅,2日亘,
硍,2石艮,
搕,2才盍,
祑,2礻失,
倁,2亻知,
鄓,2臭阝,
焧,2火忩,
谴,2讠遣,
漷,2氵郭,
躹,2身匊,
泃,2氵句,
譬,2辟言,
寈,2宀青,
峹,2余山,
妜,2女夬,
媥,2女扁,
恱,2忄兊,
畕,2田田,
巟,2亡川,
弜,2弓弓,
聑,2耳耳,
脄,2月灰,
倄,2亻肴,
舲,2舟令,
坸,2土句,
墄,2土戚,
葄,2艹胙,
蓏,3艹瓜瓜,
泏,2氵出,
粃,2米比,
豼,2豸比,
渰,2氵弇,
焮,2火欣,
亁,4十日干乞,
警,2敬言,
爗,2火曅,
譥,2敫言,
抺,2才未,
晎,2日共,
祕,2礻必,
梴,2木延,
杮,2木巿,
竮,2立屏,
榹,2木虒,
媨,2女酋,
妠,2女內,
瑉,2王昬,
寋,3宀井大,
弡,2弓巨,
巤,10巛囗乂?丶丶?丶丶乀,
皕,2百百,
眤,2目尼,
儃,2亻亶,
倇,2亻宛,
厈,2厂干,
剓,4禾勹丿刀,
蝩,2虫重,
蛈,2虫失,
墈,2土勘,
坽,2土令,
歾,2歹勿,
泎,2氵乍,
渮,2氵荷,
漽,2氵犀,
秛,2禾皮,
祏,2礻石,
亄,2壹乚,
硊,2石危,
抸,2才乏,
搝,2才臭,
谠,2讠当,
晍,2日同,
杬,2木元,
衜,2行首,
榸,2木埋,
籾,2米刃,
苝,2艹北,
坴,3土八土,
谭,2讠覃,
妚,2女不,
玵,2王甘,
剉,2坐刂,
卾,2咢卩,
唙,2口狄,
弙,2弓于,
恦,2忄向,
飐,2风占,
抳,2才尼,
媣,2女染,
寁,2宀疌,
峷,2山辛,
皅,2白巴,
梣,2木岑,
杚,2木乞,
晀,2日兆,
攓,2才蹇,
泀,2氵司,
籶,2米几,
檘,2木辟,
鹯,2亶鸟,
焣,2取灬,
瀜,2氵融,
乿,3爫糸乚,
渜,2氵耎,
聀,2耳戈,
胮,2月夅,
谮,4讠旡旡日,2讠朁,
羛,2羊弗,
噏,2口翕,
讥,2讠几,
卶,2多卩,
苨,2艹尼,
媞,2女是,
妐,2女公,
藄,2艹綦,
坬,2土瓜,
弎,2弋三,
痯,2疒官,
峲,2山利,
宷,2宀釆,
裺,2衤奄,
抭,3才宀儿,
憅,2動心,
恞,2忄夷,
杙,2木弋,
梡,2木完,
谲,2讠矞,
秙,2禾古,
歱,2止重,
沺,2氵田,
榩,2木虔,
檖,2木遂,
证,2讠正,
焢,2火空,
譀,2訁敢,
漰,2氵崩,
僸,2亻禁,
俼,2亻育,
乹,4十日十乚,
聅,2耳矢,
规,2夫见,
妕,2女中,
噒,2口粦,
坱,2土央,
卼,2兀危,
唗,2口走,
僼,2亻豐,
苬,2艹囚,
皐,4白二十二,
抰,2才央,
裿,2衤奇,
恡,3忄乂厷,
峵,2山宏,
玾,2王甲,
媡,2女柬,
宼,3宀元女,
榳,2木庭,
梬,2木甹,
箆,2内比,
檞,2木解,
硋,2石亥,
搘,2才耆,
祐,2礻右,
晈,2日交,
遯,2辶豚,
焪,2火穹,
羦,2羊完,
聉,2耳出,
渨,2氵畏,
泈,2氵冬,
絭,3丷夫糸,2?糸,
漺,2氵爽,
坵,2土丘,
噖,2口琴,
舚,2舌詹,
墂,2土票,
藂,2艹聚,
僿,2亻塞,
唚,4口彐冖又,
厀,2桼卩,
恮,2忄全,
弚,2八弔,
抴,2才世,
谨,2讠堇,
寃,2宀兔,
媤,2女思,
璿,2王睿,
峸,2山成,
梫,4木彐冖又,
秖,2禾氏,
檝,2木戢,
磓,2石追,
籷,2米乇,
簈,2竹幷,
晇,2日夸,
謷,2敖言,
焩,2火朋,
爒,2炙尞,
倃,2亻咎,
亀,2龟曰,3刀日电,
泇,2氵加,
渧,2氵帝,
漹,2氵焉,
讴,2讠区,
谫,2讠剪,
憘,2忄喜,
拏,2奴手,
搨,3才日羽,
瑌,2王耎,
晜,2日弟,
杺,2木心,
谬,2讠翏,
槀,2高木,
葇,2艹柔,
殏,2歹求,
泜,2氵氐,
渹,2氵訇,
谪,2讠啇,
羭,2羊俞,
焸,3日日火,
爙,2火襄,
焳,2火隹,
謩,2莫言,
谟,2讠莫,
厓,2厂圭,
泒,2氵瓜,
殅,2歹生,
唭,2口其,
墐,2土堇,
垉,2土包,
杴,2木欠,
妰,2女乍,
崈,2宗山,
寖,2宀浸,
拀,2才兄,
憓,2忄惠,
恾,2忄芒,
悆,2余心,
矀,2目微,
拑,2才甘,
寎,3宀爿丙,
祩,2礻朱,
妢,2女分,
杻,2木丑,
坿,2土付,
箓,2竹录,
唥,2口冷,
厎,2厂氐,
謦,2殸言,
渻,2氵省,
緜,2帛系,
谣,3讠爫缶,
焲,2火夜,
爟,2火雚,
潀,2氵眾,
亐,2一丂,
唨,2口阻,
噣,2口蜀,
剙,2并刅,
殀,2歹夭,
妧,2女元,
媭,2须女,
垁,2土矢,
墍,2旣土,
褈,2衤重,
弨,2弓召,
寑,2宀侵,
抾,2才去,
谢,2讠射,
讲,2讠井,
谦,2讠兼,
谤,2讠旁,
靰,2革兀,
雧,4集集集木,
陖,2阝夋,
谜,2讠迷,
謍,4火火冖言,
谎,2讠荒,
謈,3日共言,
謇,4宀井大言,
诌,2讠刍,
誊,3丷夫言,2?言,
谓,2讠胃,
醹,2酉需,
鄛,2巢阝,
遾,2辶筮,
迃,2辶亏,
谚,2讠彦,
诸,2讠者,
鼃,2圭黽,
趠,2走卓,
谙,2讠音,
貆,2豸亘,
谘,2讠咨,
谕,2讠俞,
諬,3禾尤言,
髚,2高亢,
谐,2讠皆,
衡,4行刀田大,
谔,2讠咢,
衹,2衤氏,
诨,2讠军,
蝳,2虫毒,
蛚,2虫列,
雦,3隹隹隹,
藑,2艹夐,
蕔,2艹報,
蓕,2艹桂,
葈,2苔木,
莭,2艹即,
苶,2艹尒,
舽,2舟夅,
谝,2讠扁,
谞,2讠胥,
醸,5酉六井一?,
羮,3羔一夫,
谀,2讠臾,
亗,2山二,
倐,2攸火,
儌,2亻敫,
谂,2讠念,
厒,2厂缶,
唫,2口金,
箎,2竹虎,
竲,2立曾,
貄,2豸聿,
妭,2女犮,
祡,2此示,
寕,5宀一丶罒丁,
崅,2山角,
巶,2召巳,
眪,2目丙,
崀,2山良,
瑈,2王柔,
弤,2弓氐,
悀,2忄甬,
墌,2土庶,
妦,2女丰,
痽,2疒隹,
寏,2宀奐,
厏,2厂乍,
唦,2口沙,
噡,2口詹,
垀,2土乎,
亊,4一丷亅肀,
倊,2亻忩,
苮,2艹仙,
剘,2其刂,
漼,2氵崔,
趝,2走念,
泍,2氵本,
歽,2歹斤,
遻,4辶口口屰,
爕,4火言火火,
焬,2火易,
瀥,2氵翯,
晊,2日至,
祒,2礻召,
搚,2才脅,
抷,2才丕,
諐,2侃言,
榶,2木唐,
梱,2木困,
杫,2木止,
峺,2山更,
寉,2宀隹,
媦,2女胃,
玿,2王召,
憏,2忄祭,
恲,2忄并,
弝,2弓巴,
巠,3一巛工,
厃,2刀厂,
剏,2并刃,
儁,2亻雋,
倅,2亻卒,
诹,2讠取,
坹,2土穴,
诤,2讠争,
唝,2口贡,
渪,2氵禹,
漻,2氵翏,
歺,2卜夕,
泋,2氵卉,
爔,2火羲,
请,2讠青,
瀤,2氵褱,
焫,2火芮,
硔,2石共,
诿,2讠委,
抶,2才失,
搙,2才辱,
榵,2木茸,
秢,2禾令,
杧,2木亡,
梮,2木局,
弢,3弓屮又,
蝵,2秋虫,
峾,2沂山,
衺,2衣牙,
媩,2女胡,
寍,3宀心皿,
藒,3艹禾曷,
妡,2女斤,
噟,3广倠口,4广亻隹口,
坾,2土宁,
厊,2厂牙,
唡,2口两,
羱,2羊原,
剕,2非刂,
谈,2讠炎,
膥,2末成,
諅,2其言,
躽,2身匽,
踶,2足是,
趛,2走金,
醳,2酉睪,
簙,2竹博,
粇,2米亢,
辻,2辶十,
祣,4礻丿一氏,
秪,2禾氐,
觵,2角黄,
竳,2立登,
眫,2目半,
貀,2豸出,
硚,2石乔,
谇,2讠卒,
蛓,1,2?虫,3土戈虫,
畘,2田冉,
瘇,2疒重,
皛,3白白白,
褃,2衤肯,
獈,2犭益,
珇,2王且,
蝭,2虫是,
课,2讠果,
膟,2月率,
脃,2月色,
聐,2耳吉,
蓎,2艹唐,
葃,2艹昨,
莥,2艹狃,
苰,2艹弘,
潂,3氵山並,
瀪,2敏泉,
焴,2火育,
爚,3火火龠,
檦,2木剽,
殈,2歹血,
泘,2氵乎,
渵,2氵苗,
晘,2日旱,
杶,2木屯,
梸,2木利,
榽,2木奚,
憕,2忄登,
拁,2才加,
搤,2才益,
秠,2禾丕,
枈,2比木,
棅,2木秉,
槉,2木疾,
檴,2木蒦,
殜,2歹枼,
泭,2氵付,
湂,2氵咢,
瘏,2疒者,
帄,2巾丁,
迍,2辶屯,
悐,2狄心,
憡,2忄策,
拪,2才西,
搳,2才害,
攰,2支力,
晩,2日免,
噵,2道口,
艆,2舟良,
誯,2訁昌,
垕,2后土,
聟,2知耳,
妺,2女末,
瑠,2王留,
鄤,2曼阝,
螀,2将虫,
蛥,2虫多,
亱,2亠但,
靹,2革內,
诲,2讠每,
倠,2人隹,
葏,2艹津,
剫,2度刂,
秺,2禾宅,
枊,2木卬,
檵,8木丨一幺幺一幺幺,
箠,2竹垂,
泲,5氵丿?丨丿,2氵?,
粖,2米末,
潒,2氵象,
湅,2氵柬,
弸,2弓朋,
帇,2彐巾,
麆,2鹿且,
悑,2忄甫,
矈,2目臱,
拫,2才艮,
晪,2日典,
攱,2立支,
垐,2次土,
菉,2艹彔,
葕,2艹衍,
蓨,3艹攸月,
珛,2王有,
獘,2敝犬,
妶,2女玄,
媹,2女留,
煁,2火甚,
瀷,2氵翼,
缞,2纟衰,
翃,2厷羽,
聤,2耳亭,
脢,2月每,
倛,2亻其,
艎,2舟皇,
晞,2日希,
杽,2木手,
搫,2般手,
祰,2礻告,
鱽,2鱼刀,
拕,2才它,
弰,2弓肖,
悇,2忄余,
蹎,2足真,
蠿,9幺幺一丨一幺幺虫虫,
泟,2氵正,
渼,2氵美,
竾,2竹也,
殑,2歹克,
梽,2木志,
槃,2般木,
唴,2口羌,
厖,2厂尨,
剠,2京刂,
艊,2舟帛,
倕,2亻垂,
亝,2厽二,
焺,2火昇,
羾,2羽工,
巺,4巳巳一八,
畡,2田亥,
寘,2宀真,
媴,2女袁,
诫,2讠戒,
墔,2土崔,
垍,2土自,
噮,2口睘,
枀,3公木,
晠,2日成,
攨,5才穴瓜瓜瓜,
搮,2才栗,
眲,2目耳,
憛,2忄覃,
悈,2忄戒,
弲,2弓肙,
麊,2米鹿,
潊,2氵敍,
渽,2氵哉,
泤,2氵以,
殔,2歹隶,
语,2讠吾,
槄,2木舀,
梾,2木来,
唺,2口典,
苿,2艹未,
垔,2覀土,
诮,2讠肖,
妸,2女可,
媻,2般女,
爡,2火蠆,
崐,2山昆,
蛣,2虫吉,
雵,2雨央,
瑓,2王柬,
亰,3亠日小,
倞,2亻京,
蕜,2菲心,
剨,2砉刂,
厞,2厂非,
搯,2才舀,
瞾,3目目空,
晢,2折日,
枂,2木月,
誖,2訁孛,
悊,2折心,
憜,2忄隋,
拞,2才丘,
泦,2氵尻,
簛,2竹斯,
潌,2氵窒,
瀱,2氵罽,
梿,2木连,
槅,2木鬲,
诞,2讠延,
殕,2歹咅,
脕,2月免,
聛,2耳卑,
唶,2口昔,
纴,2纟壬,
誓,2折言,
爢,2靡灬,
倗,2亻朋,
亣,2丶丌,
寚,3宀王缶,
媷,2女辱,
诶,2讠矣,
崌,2山居,
垏,2土聿,
噰,2口雍,
妵,2女主,
墖,2土畣,
硢,2石余,
搰,2才骨,
枃,2木匀,
晣,2日折,
悋,2忄吝,
弴,2弓享,
拠,2才処,
憞,2忄敦,
渿,2氵奈,
泧,2氵戉,
诳,2讠狂,
潎,2氵敝,
槆,2木荀,
棁,2木兑,
殗,2歹奄,
檱,2木箕,
厔,2厂至,
唲,2口兒,
醽,2酉霝,
剟,2叕刂,
鼄,2朱黽,
倓,2亻炎,
诛,2讠朱,
聠,2耳并,
崉,2山沓,
巹,2丞己,
畤,2田寺,
寗,2宓冉,
墑,2土啇,
妱,2女召,
噭,2口敫,
靵,2革丑,
拃,2才乍,
诖,2讠圭,
悁,2忄肙,
矁,2目愁,
杸,2木殳,
梹,2木兵,
诙,2讠灰,
晙,2日夋,
箖,2竹林,
泙,2氵平,
榾,2木骨,
檧,2木葱,
瀫,2氵縠,
焵,2火岡,
渶,2氵英,
潃,4氵彳攵月,
儊,2亻楚,
倎,2亻典,
亖,2二二,
聝,2耳或,
艃,2舟里,
唩,2口委,
莾,2艹奔,
剚,2事刂,
媮,2女俞,
妬,2女石,
墎,2土郭,
垇,2土凹,
弫,2弓臣,
巵,3厂一巴,
崄,2山佥,
寔,2宀是,
搧,2才扇,
袃,2切衣,
皜,2白高,
悂,2忄坒,
秬,2禾巨,
杹,2木化,
磤,2石殷,
祤,2礻羽,
泚,2氵此,
粈,2米丑,
檨,2木羨,
箑,2竹疌,
焷,2火卑,
軆,2身豐,
潄,2氵敕,
渷,2氵兗,
聙,2耳青,
剢,2豖刂,
厗,2厂辛,
唵,2口奄,
苺,2艹母,
莯,2艹沐,
膧,2月童,
艀,2舟孚,
媶,2女茸,
寙,3宀瓜瓜,
葊,2艹弇,
蓘,2艹衮,
瘉,2疒俞,
垎,2土各,
墕,2土焉,
妴,2夗女,
湌,2氵食,
诜,2讠先,
瀿,2氵繁,
箥,2竹波,
亾,3丨一人,
穽,2穴井,
秿,2禾甫,
倱,2亻昆,
厯,5厂林乚丶丶,
硩,2折石,
详,2讠羊,
啌,2口空,
墦,2土番,
垞,2土宅,
嫇,2女冥,
姄,2女民,
虓,2九虎,
崚,2山夌,
帓,2巾末,
蓫,2艹逐,
该,2讠亥,
憭,2忄尞,
拻,2才灰,
搾,2才窄,
敀,2白攵,
晵,2户攵,
枓,2木斗,
棐,2非木,
槖,4士冖石木,
话,2讠舌,
殥,2歹寅,
洅,2氵再,
紥,2扎糸,
蹗,2足鹿,
煋,2火星,
灀,2氵霜,
鲗,2鱼则,
儛,2亻舞,
诡,2讠危,
亹,2亠舋,
啇,4亠丷冂古,
噽,2喜丕,
茠,2艹休,
厫,2厂敖,
姁,2女句,
嫄,2女原,
垚,3土土土,
獡,2犭舄,
崜,2山垂,
寭,2宀惠,
畳,2田冝,
帗,2巾犮,
皰,2皮包,
悡,2利心,
覆,2覀復,
挀,3才厂氏,2才?,
晸,2日政,
敁,2占攴,
棑,2木非,
枔,2木今,
檽,2木需,
箳,2竹屏,
洆,2氵丞,
粧,2米庄,
泴,2水皿,
湆,2氵音,
蹘,2足翏,
粡,2米同,
棇,2木忩,3木公心,
祻,2礻固,
晫,2日卓,
枌,2木分,
矎,2目夐,
攲,2奇支,
憣,2忄番,
拰,2才任,
弻,4弓丙一弓,
瓘,2王雚,
崒,2山卒,
帉,2巾分,
珜,2王羊,
媿,2女鬼,
妽,2女申,
獙,2犭敝,
垗,2土兆,
诗,2讠寺,
啀,2口厓,
厤,2厂秝,
剭,2屋刂,
翉,2本羽,
倣,2亻放,
亶,3亠回旦,
煂,2火革,
迬,2辶主,
潓,2氵惠,
瀸,2氵韱,
湇,3氵立月,
试,2讠式,
殟,2歹昷,
蹚,2足堂,
槏,2木兼,
棈,2木青,
倰,2亻夌,
晬,2日卒,
询,2讠旬,
搷,2才真,
啋,2口采,
噿,2口翠,
悕,2忄希,
弽,2弓枼,
帊,2巾巴,
崓,2山固,
藢,2艹徵,
珝,2王羽,
獚,1,2犭黄,3犬黄,
霃,2雨沈,
菍,2艹念,
葘,3艹甾一,
艑,2舟扁,
茖,2艹各,
脤,2月辰,
咏,2口永,
翆,2羽卆,
聦,2耳葱,
爫,2丿小,4丿丶丶丶,
煃,2火奎,
瀺,2氵毚,
邚,2女阝,
箟,2竹昆,
殠,2歹臭,
泿,2氵艮,
湈,2氵某,
晭,2日周,
枎,2木夫,
棊,2其木,
槑,2呆呆,
眽,3目厂氏,
拵,2才存,
搸,2才秦,
攷,2丂攵,
崕,2山厓,
帋,2氏巾,
硥,2石尨,
悗,2忄免,
姀,2女禾,
獛,2犭菐,
珟,2王夙,
嫃,2女真,
啅,2口卓,
厪,2厂堇,
垙,2土光,
雸,2雨甘,
倧,2亻宗,
亸,2享单,
迗,2辶天,
邎,4辶夕言系,
艍,2舟居,
瀻,2氵戴,
煄,2火重,
觱,2咸角,
殢,2歹帶,
檹,2木旖,
湉,2氵恬,
洀,2氵舟,
枏,2木冄,
晱,2日炎,
槒,2木畜,
棌,2木采,
拸,2才多,
袎,2衤幼,
攺,2巳攵,
搹,2才鬲,
帍,2戸巾,
畮,2田母,
悘,2医心,
弿,4宀井大弓,
獜,2犭粦,
寣,3宀爿言,
瑥,2王昷,
妼,2女必,
噷,2口歆,
垖,4土户乛一,
厡,2厂泉,
唽,2口析,
儗,2亻疑,
剬,2耑刂,
亴,5亠口冂土九,
倢,2亻疌,
瀼,2氵襄,
潖,2氵琶,
爮,2爪包,
煆,2火叚,
槇,2木真,
秼,2禾朱,
枅,2木开,
棃,4禾勹丿木,
湀,2氵癸,
潏,2氵矞,
饏,2敢食,
泩,2氵生,
悎,2忄告,
憟,2忄粟,
巿,2一巾,
皨,2皛土,
硧,2石甬,
晥,2日完,
祴,2礻戒,
搱,2才屖,
墘,2土乾,
垑,2土多,
噳,2口虞,
唹,2口於,
崏,2山昏,
蕥,2艹雅,
